campaign_id,campaign_type,offer_type,audience_segment,device_main,send_day,send_hour,subject_length,has_personalization,subject_sentiment,is_urgent,has_image,nb_links,cta_count,audience_size,marketing_pressure,previous_segment_open_rate,previous_segment_ctr,open_rate,click_rate,conversion_rate
2727,promo,free_shipping,inactive_customer,desktop,tuesday,17,56,1,positive,0,1,3,1,92111,6,0.1596,0.005,0.148,0.0611,0.0228
2728,promo,free_shipping,loyal_customer,mobile,thursday,13,68,0,neutral,0,1,2,1,33945,0,0.3289,0.1056,0.3219,0.1821,0.0752
2729,promo,bundle,prospect,mobile,saturday,11,72,0,positive,0,1,3,1,85673,2,0.206,0.0354,0.1778,0.1066,0.045
2730,newsletter,discount,inactive_customer,mobile,friday,10,66,1,positive,0,1,2,1,22116,5,0.1398,0.0345,0.1376,0.0648,0.0239
2731,onboarding,no_offer,loyal_customer,mobile,wednesday,10,65,1,urgent,1,1,2,1,64044,1,0.3367,0.0861,0.3347,0.1865,0.0864
2732,reactivation,bundle,loyal_customer,mobile,saturday,13,47,0,positive,0,0,4,2,64672,1,0.3606,0.0634,0.2562,0.1233,0.0612
2733,onboarding,limited_offer,prospect,mobile,wednesday,17,43,1,positive,0,0,2,2,39013,3,0.2008,0.05,0.2155,0.1221,0.051
2734,newsletter,no_offer,prospect,mobile,thursday,7,26,1,neutral,0,0,4,2,37537,3,0.2006,0.0368,0.1553,0.0389,0.0049
2735,reactivation,free_shipping,loyal_customer,mobile,wednesday,18,69,1,urgent,1,1,5,3,83187,0,0.3363,0.0726,0.2987,0.1344,0.0673
2736,onboarding,no_offer,loyal_customer,desktop,wednesday,8,20,1,urgent,1,1,2,2,57593,0,0.3178,0.0555,0.3463,0.1601,0.0803
2737,newsletter,bundle,inactive_customer,mobile,sunday,20,40,1,urgent,1,1,1,1,88365,0,0.1872,0.005,0.1299,0.0666,0.0278
2738,newsletter,bundle,loyal_customer,desktop,sunday,8,72,0,neutral,0,1,3,3,42303,1,0.3371,0.109,0.269,0.1525,0.0525
2739,onboarding,discount,prospect,desktop,friday,16,50,1,urgent,1,1,2,1,19668,4,0.1681,0.0149,0.2235,0.1052,0.0506
2740,promo,bundle,new_customer,mobile,wednesday,19,22,1,urgent,1,0,1,1,73496,0,0.2316,0.0498,0.2686,0.1561,0.0821
2741,newsletter,limited_offer,inactive_customer,mobile,wednesday,12,62,1,urgent,1,1,4,1,66109,4,0.1542,0.0188,0.1556,0.0624,0.0427
2742,cart_abandonment,bundle,prospect,mobile,sunday,10,49,0,positive,0,1,5,2,11203,0,0.1777,0.0155,0.1816,0.1003,0.0789
2743,newsletter,bundle,inactive_customer,desktop,saturday,17,41,1,neutral,0,0,3,2,87736,2,0.1159,0.0084,0.0884,0.0311,0.0079
2744,newsletter,no_offer,loyal_customer,desktop,sunday,20,54,0,neutral,0,1,3,1,33232,1,0.3212,0.0998,0.2477,0.1527,0.0461
2745,promo,bundle,new_customer,mobile,monday,19,68,0,urgent,1,1,1,3,18802,2,0.2689,0.0302,0.1859,0.0925,0.0477
2746,cart_abandonment,limited_offer,prospect,mobile,tuesday,11,44,1,urgent,1,1,4,1,90189,1,0.217,0.0381,0.2793,0.1511,0.1142
2747,promo,limited_offer,new_customer,mobile,wednesday,18,36,0,neutral,0,1,3,2,19883,6,0.2833,0.0315,0.1998,0.0938,0.0503
2748,newsletter,limited_offer,new_customer,mobile,thursday,10,60,1,neutral,0,1,2,3,83803,3,0.2785,0.0637,0.2579,0.122,0.0428
2749,onboarding,free_shipping,prospect,mobile,friday,17,30,0,positive,0,1,1,1,47306,3,0.1911,0.0407,0.23,0.1198,0.0502
2750,cart_abandonment,no_offer,inactive_customer,mobile,thursday,16,30,0,urgent,1,1,3,1,68173,3,0.1288,0.0244,0.1361,0.0787,0.0629
2751,reactivation,no_offer,new_customer,mobile,monday,13,40,1,positive,0,0,1,2,51106,5,0.3047,0.0426,0.2425,0.0678,0.0142
2752,cart_abandonment,free_shipping,new_customer,mobile,thursday,16,70,0,positive,0,1,3,3,71657,2,0.2381,0.0678,0.2562,0.1458,0.0999
2753,reactivation,discount,prospect,mobile,friday,18,38,1,positive,0,0,2,1,11136,3,0.2088,0.0207,0.1795,0.0769,0.0303
2754,onboarding,discount,prospect,mobile,thursday,19,43,0,neutral,0,0,2,1,41897,2,0.1741,0.0597,0.1655,0.1014,0.0674
2755,onboarding,free_shipping,new_customer,mobile,saturday,18,50,0,urgent,1,1,2,2,41562,6,0.298,0.0191,0.2163,0.0855,0.0501
2756,promo,no_offer,prospect,desktop,tuesday,14,63,1,urgent,1,0,2,1,84511,3,0.2173,0.0401,0.2088,0.0826,0.0268
2757,onboarding,discount,inactive_customer,mobile,sunday,11,28,1,urgent,1,0,1,2,39086,4,0.1789,0.0327,0.1833,0.0679,0.0448
2758,onboarding,limited_offer,prospect,mobile,saturday,11,50,1,neutral,0,1,5,2,29536,1,0.1772,0.0536,0.2044,0.1097,0.0528
2759,reactivation,discount,prospect,mobile,tuesday,18,73,0,positive,0,0,3,2,69285,0,0.204,0.0283,0.1163,0.0682,0.0545
2760,cart_abandonment,bundle,prospect,desktop,friday,15,55,0,urgent,1,0,4,2,59609,1,0.1829,0.0497,0.2184,0.1486,0.1123
2761,promo,free_shipping,new_customer,mobile,thursday,13,40,1,neutral,0,0,2,3,31700,1,0.2242,0.0283,0.269,0.1064,0.0479
2762,onboarding,free_shipping,loyal_customer,mobile,friday,7,26,0,positive,0,1,3,1,43184,1,0.3433,0.07,0.2877,0.1665,0.0885
2763,onboarding,discount,loyal_customer,desktop,monday,9,21,1,neutral,0,0,5,3,24442,4,0.3595,0.1037,0.3091,0.1714,0.0752
2764,onboarding,no_offer,loyal_customer,mobile,sunday,13,54,1,urgent,1,1,4,1,10440,3,0.3649,0.0711,0.3095,0.1711,0.0788
2765,newsletter,no_offer,new_customer,mobile,tuesday,15,58,0,positive,0,1,1,2,76875,1,0.2912,0.0315,0.2697,0.1086,0.0428
2766,reactivation,no_offer,loyal_customer,desktop,sunday,14,70,1,urgent,1,1,5,3,10333,1,0.3493,0.0659,0.2651,0.1021,0.0308
2767,promo,discount,loyal_customer,mobile,saturday,11,42,1,urgent,1,1,5,3,38633,1,0.3527,0.1177,0.3691,0.1785,0.0875
2768,reactivation,discount,prospect,mobile,sunday,14,44,1,urgent,1,1,1,1,9670,1,0.1661,0.005,0.1791,0.0429,0.0343
2769,onboarding,discount,inactive_customer,mobile,monday,16,49,0,positive,0,1,1,1,6361,1,0.1972,0.0445,0.1536,0.0844,0.0494
2770,onboarding,discount,inactive_customer,mobile,saturday,18,38,0,positive,0,1,3,1,36243,5,0.17,0.0085,0.0994,0.069,0.0351
2771,promo,discount,new_customer,mobile,saturday,20,68,1,positive,0,1,1,2,3380,0,0.1997,0.0463,0.1975,0.1032,0.0532
2772,onboarding,no_offer,loyal_customer,desktop,tuesday,18,39,1,neutral,0,1,4,3,99601,4,0.3256,0.0868,0.2855,0.131,0.0485
2773,promo,limited_offer,new_customer,mobile,saturday,15,20,1,neutral,0,1,3,1,14429,3,0.2177,0.0753,0.1725,0.1224,0.0628
2774,onboarding,bundle,inactive_customer,mobile,thursday,15,68,0,neutral,0,1,3,1,42264,2,0.1696,0.0332,0.1344,0.0658,0.0362
2775,newsletter,bundle,prospect,mobile,monday,19,40,0,neutral,0,1,2,3,96204,3,0.2461,0.005,0.1764,0.0736,0.0273
2776,newsletter,limited_offer,inactive_customer,mobile,saturday,9,28,1,positive,0,1,2,2,86801,1,0.1548,0.0476,0.1851,0.1101,0.0454
2777,promo,free_shipping,new_customer,mobile,monday,16,23,0,neutral,0,0,5,2,92033,1,0.2046,0.0667,0.1929,0.1087,0.0615
2778,reactivation,free_shipping,new_customer,mobile,sunday,10,27,1,neutral,0,1,4,2,80674,5,0.2579,0.053,0.1818,0.0961,0.0266
2779,cart_abandonment,limited_offer,prospect,desktop,tuesday,7,21,1,urgent,1,0,4,2,94737,5,0.2847,0.0618,0.2602,0.1476,0.0993
2780,onboarding,no_offer,prospect,mobile,tuesday,13,48,0,positive,0,1,5,2,92080,4,0.2698,0.0057,0.2141,0.0818,0.0358
2781,reactivation,bundle,new_customer,mobile,tuesday,7,39,1,urgent,1,0,2,2,70136,5,0.2742,0.0449,0.2252,0.0748,0.0364
2782,newsletter,discount,prospect,mobile,monday,20,53,1,urgent,1,1,1,3,98486,3,0.2176,0.017,0.2207,0.0904,0.0552
2783,newsletter,limited_offer,prospect,desktop,wednesday,7,32,0,neutral,0,1,5,1,23442,2,0.2031,0.0195,0.1959,0.0895,0.0229
2784,cart_abandonment,no_offer,new_customer,desktop,monday,12,47,0,positive,0,0,4,3,15454,1,0.2255,0.0523,0.2047,0.1091,0.0778
2785,onboarding,discount,loyal_customer,mobile,wednesday,15,44,0,positive,0,1,2,2,6025,4,0.3305,0.0939,0.2902,0.1655,0.0876
2786,onboarding,bundle,loyal_customer,desktop,tuesday,17,69,0,positive,0,1,5,1,64741,5,0.281,0.0819,0.2326,0.1518,0.0855
2787,reactivation,bundle,prospect,mobile,sunday,11,56,0,urgent,1,0,5,1,53994,4,0.204,0.0635,0.1384,0.0539,0.0291
2788,newsletter,limited_offer,inactive_customer,mobile,monday,18,19,0,positive,0,0,3,3,69928,1,0.1492,0.0191,0.1271,0.0649,0.0434
2789,reactivation,discount,prospect,mobile,monday,10,21,1,urgent,1,1,3,1,87628,1,0.1558,0.0467,0.2026,0.1247,0.0678
2790,newsletter,discount,inactive_customer,mobile,wednesday,16,31,1,positive,0,1,2,3,19898,1,0.1361,0.0136,0.1732,0.0464,0.0303
2791,cart_abandonment,free_shipping,inactive_customer,desktop,sunday,12,31,1,positive,0,1,2,3,84728,5,0.1441,0.0491,0.1433,0.0761,0.0557
2792,reactivation,no_offer,prospect,desktop,sunday,7,66,1,urgent,1,1,5,1,75460,0,0.2059,0.051,0.1421,0.0721,0.0234
2793,reactivation,bundle,loyal_customer,mobile,monday,14,72,0,urgent,1,0,2,2,31836,0,0.3675,0.0827,0.2732,0.1481,0.0652
2794,onboarding,free_shipping,new_customer,mobile,wednesday,9,55,1,positive,0,1,5,3,23081,6,0.2834,0.0504,0.2201,0.0784,0.044
2795,cart_abandonment,bundle,loyal_customer,mobile,wednesday,20,45,0,neutral,0,1,5,2,89987,0,0.3741,0.0871,0.3472,0.1958,0.1206
2796,reactivation,limited_offer,inactive_customer,desktop,tuesday,11,39,0,positive,0,1,4,1,49744,6,0.1762,0.0252,0.1297,0.0305,0.0199
2797,reactivation,no_offer,inactive_customer,mobile,thursday,9,39,1,urgent,1,1,3,2,1257,5,0.1588,0.0276,0.1604,0.0462,0.0071
2798,newsletter,bundle,loyal_customer,desktop,saturday,14,20,1,positive,0,1,3,2,95700,2,0.2676,0.0924,0.2442,0.1465,0.0722
2799,newsletter,free_shipping,inactive_customer,mobile,thursday,7,63,0,urgent,1,1,1,1,1329,4,0.157,0.0555,0.1187,0.0725,0.0373
2800,reactivation,limited_offer,new_customer,desktop,wednesday,8,59,1,urgent,1,0,1,2,89436,6,0.1631,0.0362,0.1551,0.0661,0.0277
2801,newsletter,limited_offer,inactive_customer,mobile,saturday,7,70,1,positive,0,1,5,3,9685,5,0.1178,0.0481,0.0682,0.0177,0.005
2802,cart_abandonment,limited_offer,prospect,mobile,wednesday,18,64,0,urgent,1,0,3,2,68551,4,0.1663,0.0334,0.1657,0.13,0.104
2803,onboarding,bundle,inactive_customer,mobile,friday,12,33,0,neutral,0,0,1,2,90111,4,0.1345,0.0274,0.143,0.0428,0.0305
2804,cart_abandonment,discount,prospect,desktop,thursday,15,62,1,neutral,0,1,4,3,62216,2,0.1741,0.0459,0.2045,0.1214,0.0785
2805,promo,limited_offer,inactive_customer,desktop,thursday,13,51,0,urgent,1,1,5,2,46689,3,0.171,0.0143,0.1629,0.0618,0.0489
2806,reactivation,free_shipping,prospect,mobile,monday,7,73,1,positive,0,1,1,2,95095,2,0.2094,0.0285,0.1627,0.0675,0.0121
2807,onboarding,bundle,new_customer,mobile,thursday,11,63,0,positive,0,1,3,2,32509,1,0.251,0.0551,0.2122,0.1198,0.0612
2808,promo,limited_offer,loyal_customer,mobile,sunday,15,52,0,neutral,0,0,1,1,85424,2,0.3332,0.0793,0.3024,0.1662,0.0884
2809,promo,discount,inactive_customer,mobile,friday,9,51,1,positive,0,0,4,2,58900,6,0.1783,0.0345,0.1663,0.0552,0.0207
2810,newsletter,discount,prospect,mobile,saturday,19,38,1,urgent,1,1,4,3,43251,1,0.2059,0.005,0.1994,0.0926,0.0443
2811,promo,discount,new_customer,mobile,friday,17,64,1,urgent,1,0,3,2,88029,5,0.2848,0.0157,0.2114,0.1004,0.0632
2812,cart_abandonment,free_shipping,prospect,mobile,tuesday,20,65,0,urgent,1,1,4,2,58803,1,0.2232,0.035,0.222,0.1213,0.0948
2813,reactivation,bundle,inactive_customer,desktop,wednesday,16,36,1,neutral,0,1,2,1,47261,4,0.2002,0.0315,0.1036,0.0418,0.0138
2814,newsletter,discount,inactive_customer,desktop,tuesday,11,62,1,positive,0,0,4,2,89153,6,0.1993,0.0233,0.1474,0.0466,0.0122
2815,newsletter,bundle,new_customer,desktop,monday,14,24,1,urgent,1,1,2,2,29491,0,0.2313,0.0302,0.2834,0.1097,0.0443
2816,reactivation,free_shipping,prospect,mobile,tuesday,16,18,1,positive,0,1,5,2,54401,2,0.1941,0.0285,0.1728,0.0807,0.0182
2817,newsletter,limited_offer,prospect,mobile,tuesday,7,73,1,neutral,0,1,5,3,5257,2,0.1706,0.0423,0.1662,0.0799,0.0297
2818,cart_abandonment,discount,new_customer,mobile,wednesday,14,53,1,positive,0,0,4,1,49809,0,0.1785,0.0354,0.2595,0.1672,0.1151
2819,reactivation,bundle,prospect,mobile,tuesday,10,49,0,neutral,0,1,3,1,23659,0,0.1766,0.0513,0.1586,0.0991,0.0388
2820,promo,no_offer,prospect,mobile,saturday,10,72,1,positive,0,0,5,2,39700,2,0.2271,0.0494,0.2052,0.0676,0.0206
2821,reactivation,no_offer,new_customer,mobile,wednesday,17,48,0,neutral,0,1,3,3,28450,5,0.2293,0.0611,0.1414,0.0577,0.0134
2822,onboarding,no_offer,inactive_customer,mobile,thursday,10,31,0,urgent,1,0,5,3,35125,2,0.1868,0.0254,0.1789,0.0498,0.0265
2823,reactivation,no_offer,prospect,mobile,wednesday,19,27,1,neutral,0,0,4,1,10453,5,0.2257,0.026,0.1459,0.0368,0.001
2824,promo,bundle,prospect,mobile,thursday,14,72,0,neutral,0,0,1,2,71945,1,0.2259,0.0326,0.1633,0.0741,0.0431
2825,newsletter,free_shipping,inactive_customer,mobile,tuesday,19,47,1,urgent,1,1,3,1,56076,3,0.1657,0.0282,0.1349,0.0669,0.0131
2826,cart_abandonment,limited_offer,prospect,mobile,thursday,18,39,0,neutral,0,1,3,2,41994,1,0.1947,0.0343,0.2168,0.1215,0.0897
2827,reactivation,limited_offer,new_customer,mobile,sunday,18,50,1,neutral,0,1,1,1,83441,5,0.2675,0.0646,0.1198,0.0633,0.031
2828,onboarding,bundle,inactive_customer,mobile,monday,16,59,1,positive,0,1,5,3,34984,3,0.1395,0.027,0.1376,0.0426,0.0183
2829,onboarding,no_offer,prospect,mobile,wednesday,12,27,1,positive,0,1,3,1,74854,6,0.1929,0.0358,0.1922,0.0769,0.0237
2830,newsletter,free_shipping,inactive_customer,desktop,wednesday,12,64,0,positive,0,1,2,3,40876,1,0.1613,0.0261,0.1275,0.0594,0.0355
2831,newsletter,limited_offer,loyal_customer,desktop,saturday,13,37,0,urgent,1,1,5,1,58778,3,0.3685,0.0692,0.2907,0.1336,0.0731
2832,reactivation,bundle,loyal_customer,desktop,thursday,13,57,1,positive,0,1,3,2,29507,0,0.2954,0.0876,0.2867,0.1623,0.0726
2833,promo,limited_offer,new_customer,desktop,tuesday,13,24,1,neutral,0,1,5,2,86424,0,0.2956,0.0574,0.2923,0.1218,0.0591
2834,reactivation,bundle,new_customer,mobile,friday,14,39,0,positive,0,1,3,1,40833,5,0.2655,0.0157,0.1716,0.0649,0.0275
2835,onboarding,limited_offer,inactive_customer,mobile,thursday,13,56,1,positive,0,1,1,3,32262,5,0.1194,0.005,0.1426,0.0561,0.0312
2836,newsletter,limited_offer,prospect,mobile,friday,20,26,0,neutral,0,1,2,1,19306,1,0.1814,0.0499,0.1988,0.0943,0.0328
2837,newsletter,discount,new_customer,mobile,sunday,20,62,1,urgent,1,1,1,3,37449,6,0.2844,0.0414,0.1996,0.0761,0.0529
2838,newsletter,free_shipping,prospect,desktop,tuesday,8,27,1,neutral,0,1,3,2,5302,5,0.1735,0.0533,0.1903,0.0845,0.0276
2839,promo,limited_offer,new_customer,mobile,monday,9,22,1,positive,0,1,1,3,5857,1,0.2096,0.0648,0.2255,0.1228,0.0717
2840,newsletter,bundle,new_customer,desktop,friday,10,25,0,positive,0,1,4,3,5342,5,0.2665,0.0501,0.2059,0.0905,0.0327
2841,newsletter,limited_offer,loyal_customer,mobile,monday,9,46,0,positive,0,1,2,3,75954,1,0.3087,0.081,0.3208,0.1765,0.0797
2842,newsletter,free_shipping,new_customer,mobile,monday,14,58,0,positive,0,1,5,3,48561,0,0.2167,0.0183,0.2189,0.096,0.0425
2843,newsletter,limited_offer,new_customer,mobile,sunday,13,60,1,neutral,0,1,5,3,71355,1,0.2989,0.0488,0.255,0.0944,0.0404
2844,newsletter,bundle,inactive_customer,mobile,wednesday,14,19,0,positive,0,0,4,2,75484,1,0.1567,0.0157,0.1317,0.0464,0.0252
2845,newsletter,no_offer,loyal_customer,desktop,saturday,20,69,1,neutral,0,1,5,2,17659,6,0.3159,0.0885,0.1772,0.0851,0.0301
2846,newsletter,bundle,new_customer,mobile,thursday,8,74,1,neutral,0,0,5,2,31657,6,0.1875,0.0283,0.1361,0.0701,0.0288
2847,promo,free_shipping,prospect,mobile,thursday,8,33,1,urgent,1,1,2,2,80787,3,0.1829,0.0587,0.2074,0.1198,0.0635
2848,onboarding,bundle,prospect,desktop,thursday,15,52,0,urgent,1,1,3,2,19558,3,0.2417,0.0255,0.1907,0.1102,0.056
2849,reactivation,free_shipping,prospect,desktop,friday,11,20,1,positive,0,1,2,3,90266,0,0.2367,0.0429,0.2101,0.0966,0.0223
2850,newsletter,bundle,prospect,mobile,monday,12,49,1,neutral,0,1,5,3,36301,4,0.2022,0.0552,0.1532,0.0676,0.0246
2851,promo,bundle,inactive_customer,desktop,monday,10,49,1,urgent,1,1,5,2,74429,0,0.1219,0.0113,0.1675,0.0549,0.0284
2852,onboarding,no_offer,prospect,mobile,monday,9,47,1,positive,0,1,4,3,47270,1,0.1866,0.0197,0.2054,0.1037,0.0535
2853,onboarding,limited_offer,new_customer,mobile,sunday,16,48,1,urgent,1,1,2,2,51494,3,0.2339,0.0471,0.216,0.1233,0.0801
2854,newsletter,no_offer,loyal_customer,mobile,wednesday,8,64,1,positive,0,1,2,1,84857,4,0.3413,0.0818,0.2726,0.1258,0.0501
2855,newsletter,limited_offer,new_customer,desktop,thursday,18,38,1,positive,0,1,1,3,10905,1,0.2115,0.0177,0.2536,0.0942,0.0559
2856,onboarding,no_offer,prospect,desktop,wednesday,7,72,1,neutral,0,0,5,2,82772,0,0.1325,0.005,0.1906,0.0589,0.0293
2857,onboarding,limited_offer,prospect,desktop,tuesday,13,72,0,neutral,0,1,3,1,50739,1,0.2145,0.0412,0.2074,0.1362,0.076
2858,promo,free_shipping,inactive_customer,mobile,thursday,16,23,0,positive,0,1,1,3,98679,6,0.1114,0.0289,0.1024,0.0336,0.0119
2859,onboarding,discount,inactive_customer,mobile,friday,16,37,0,urgent,1,1,5,3,43271,3,0.1836,0.0278,0.1714,0.0897,0.0256
2860,onboarding,discount,prospect,mobile,wednesday,17,49,1,neutral,0,1,2,2,54028,2,0.1941,0.0427,0.2112,0.1156,0.0561
2861,cart_abandonment,bundle,loyal_customer,mobile,monday,16,52,0,neutral,0,0,1,3,10324,0,0.3285,0.0914,0.3118,0.1651,0.1224
2862,reactivation,free_shipping,new_customer,mobile,tuesday,7,28,1,urgent,1,1,4,2,10637,4,0.2561,0.0684,0.1949,0.0816,0.0386
2863,reactivation,free_shipping,new_customer,mobile,wednesday,15,43,1,urgent,1,1,5,2,31624,1,0.2023,0.0464,0.2102,0.1157,0.0492
2864,onboarding,free_shipping,inactive_customer,mobile,monday,19,56,0,urgent,1,1,5,2,85406,1,0.189,0.0357,0.1607,0.0606,0.0485
2865,reactivation,discount,prospect,desktop,thursday,15,52,0,urgent,1,1,4,3,52315,6,0.2423,0.0421,0.1598,0.0491,0.0037
2866,promo,bundle,new_customer,desktop,tuesday,9,37,0,positive,0,1,2,2,39197,3,0.2641,0.0633,0.2455,0.131,0.049
2867,cart_abandonment,no_offer,inactive_customer,mobile,sunday,10,64,0,neutral,0,0,2,2,91593,1,0.1637,0.0219,0.106,0.0713,0.0547
2868,promo,bundle,prospect,mobile,tuesday,13,27,0,neutral,0,1,5,3,97140,0,0.2061,0.0339,0.2157,0.0789,0.0345
2869,promo,free_shipping,new_customer,desktop,tuesday,16,30,1,positive,0,0,2,2,77511,3,0.2396,0.0367,0.2841,0.1159,0.0532
2870,reactivation,limited_offer,prospect,desktop,tuesday,18,52,0,positive,0,1,4,1,59014,2,0.1854,0.038,0.1439,0.0704,0.0279
2871,reactivation,bundle,inactive_customer,desktop,tuesday,20,57,1,neutral,0,1,5,3,52015,0,0.1925,0.0245,0.1235,0.024,0.0092
2872,promo,limited_offer,new_customer,mobile,thursday,8,74,0,neutral,0,1,4,1,12460,6,0.1914,0.0482,0.195,0.1074,0.0616
2873,newsletter,no_offer,loyal_customer,desktop,thursday,18,62,0,neutral,0,1,2,3,25836,1,0.3472,0.0887,0.2325,0.1248,0.0417
2874,promo,no_offer,inactive_customer,mobile,wednesday,19,20,1,positive,0,1,3,3,81476,6,0.1974,0.0213,0.1146,0.0205,0.001
2875,cart_abandonment,bundle,inactive_customer,mobile,wednesday,7,42,1,urgent,1,0,5,2,96502,2,0.1612,0.0094,0.2001,0.0746,0.0597
2876,newsletter,bundle,inactive_customer,desktop,sunday,19,23,1,neutral,0,1,2,1,86430,4,0.2292,0.0246,0.1172,0.0722,0.0216
2877,newsletter,discount,prospect,mobile,wednesday,9,60,1,urgent,1,1,1,1,11547,6,0.2181,0.0547,0.2395,0.0736,0.02
2878,cart_abandonment,no_offer,prospect,mobile,friday,10,38,1,positive,0,1,1,3,27738,3,0.1965,0.0431,0.2127,0.0883,0.0526
2879,cart_abandonment,discount,loyal_customer,mobile,sunday,9,57,1,neutral,0,1,5,3,87405,1,0.3627,0.0756,0.3063,0.1668,0.1025
2880,newsletter,no_offer,loyal_customer,desktop,saturday,17,18,1,urgent,1,0,2,3,64706,4,0.3438,0.0809,0.2528,0.1265,0.0483
2881,reactivation,free_shipping,prospect,desktop,thursday,14,62,1,urgent,1,1,5,3,53369,3,0.2541,0.0167,0.1757,0.0468,0.0305
2882,cart_abandonment,free_shipping,new_customer,mobile,friday,20,44,1,positive,0,1,3,2,95453,5,0.2007,0.0341,0.1875,0.0945,0.0756
2883,promo,free_shipping,new_customer,mobile,sunday,19,45,0,positive,0,0,3,2,15758,6,0.269,0.0579,0.1847,0.1005,0.0445
2884,newsletter,no_offer,prospect,desktop,wednesday,14,71,1,positive,0,1,2,3,97711,3,0.2183,0.0504,0.1548,0.0786,0.0262
2885,promo,free_shipping,loyal_customer,mobile,thursday,9,19,0,positive,0,1,5,1,87562,0,0.4001,0.0915,0.3841,0.1484,0.09
2886,reactivation,limited_offer,prospect,mobile,tuesday,17,67,1,positive,0,1,4,1,37379,1,0.2161,0.0383,0.2043,0.0998,0.0444
2887,newsletter,bundle,loyal_customer,mobile,friday,15,24,1,positive,0,1,2,2,29836,1,0.3447,0.0496,0.2951,0.1227,0.0585
2888,reactivation,no_offer,new_customer,mobile,monday,17,57,0,urgent,1,1,4,2,65322,4,0.2708,0.0121,0.1629,0.057,0.0134
2889,promo,limited_offer,prospect,mobile,monday,17,73,1,urgent,1,1,3,2,82791,3,0.1728,0.0288,0.21,0.1201,0.0734
2890,newsletter,discount,new_customer,mobile,monday,16,64,1,neutral,0,0,3,2,57584,5,0.2289,0.0539,0.1629,0.0822,0.0402
2891,cart_abandonment,free_shipping,inactive_customer,mobile,monday,13,24,1,neutral,0,1,5,2,51106,1,0.1744,0.0297,0.1712,0.0774,0.0619
2892,newsletter,free_shipping,inactive_customer,mobile,friday,14,44,1,neutral,0,0,3,1,3213,2,0.1205,0.005,0.1334,0.0411,0.0182
2893,promo,bundle,new_customer,desktop,tuesday,16,20,0,neutral,0,1,3,1,39747,2,0.2268,0.0498,0.2154,0.115,0.0691
2894,onboarding,no_offer,new_customer,mobile,wednesday,12,73,1,urgent,1,1,5,1,33293,6,0.2914,0.0192,0.23,0.0777,0.0328
2895,reactivation,discount,inactive_customer,mobile,thursday,12,74,0,urgent,1,1,3,3,68409,6,0.1259,0.0158,0.0809,0.025,0.0197
2896,cart_abandonment,limited_offer,new_customer,mobile,tuesday,7,39,1,urgent,1,0,1,2,69696,5,0.2023,0.047,0.2546,0.1516,0.1071
2897,cart_abandonment,discount,prospect,desktop,saturday,12,38,0,neutral,0,1,4,1,1706,4,0.2143,0.0563,0.187,0.1109,0.0747
2898,onboarding,no_offer,inactive_customer,desktop,wednesday,9,67,1,positive,0,1,5,2,86302,2,0.2053,0.0327,0.1893,0.0453,0.0201
2899,onboarding,no_offer,loyal_customer,desktop,sunday,14,46,1,positive,0,1,3,2,79601,4,0.3194,0.0958,0.2575,0.1471,0.0445
2900,cart_abandonment,limited_offer,loyal_customer,mobile,saturday,13,24,1,neutral,0,0,1,2,79278,3,0.3395,0.0739,0.2927,0.1714,0.1049
2901,promo,discount,new_customer,mobile,monday,18,24,1,neutral,0,0,3,1,26632,4,0.1832,0.055,0.1498,0.1103,0.0457
2902,promo,no_offer,loyal_customer,mobile,monday,14,18,0,positive,0,0,1,3,66865,2,0.2759,0.0918,0.2483,0.1507,0.0626
2903,cart_abandonment,free_shipping,loyal_customer,desktop,thursday,16,34,1,positive,0,1,3,2,84045,4,0.3876,0.0831,0.3157,0.1643,0.1065
2904,promo,bundle,inactive_customer,desktop,tuesday,11,72,1,positive,0,1,2,3,56462,4,0.143,0.0267,0.1566,0.0494,0.0395
2905,promo,free_shipping,loyal_customer,mobile,wednesday,17,19,1,neutral,0,1,2,2,19015,4,0.351,0.1083,0.2888,0.1524,0.0668
2906,promo,discount,inactive_customer,mobile,sunday,20,73,1,positive,0,0,1,1,19325,5,0.1612,0.0334,0.1086,0.0416,0.0191
2907,onboarding,no_offer,inactive_customer,mobile,sunday,16,66,1,positive,0,1,2,2,35495,0,0.1964,0.0465,0.1297,0.075,0.0365
2908,onboarding,free_shipping,loyal_customer,mobile,sunday,20,30,1,neutral,0,0,1,1,84946,5,0.3909,0.1043,0.3179,0.1412,0.0743
2909,cart_abandonment,no_offer,new_customer,mobile,wednesday,18,49,1,neutral,0,0,1,1,98014,3,0.2737,0.049,0.2136,0.1094,0.0707
2910,promo,limited_offer,loyal_customer,mobile,thursday,7,40,0,positive,0,1,3,3,44499,0,0.343,0.1002,0.2919,0.2033,0.1022
2911,newsletter,limited_offer,prospect,mobile,monday,12,22,1,urgent,1,0,2,2,28962,3,0.2043,0.0245,0.1836,0.0772,0.0346
2912,cart_abandonment,free_shipping,inactive_customer,mobile,monday,18,67,0,positive,0,0,4,2,12569,4,0.1973,0.0337,0.1405,0.0864,0.0691
2913,reactivation,limited_offer,loyal_customer,mobile,saturday,15,39,1,urgent,1,1,1,2,36331,3,0.3575,0.0672,0.3494,0.1623,0.0778
2914,reactivation,free_shipping,prospect,desktop,friday,10,20,1,urgent,1,0,4,2,7129,2,0.1651,0.0272,0.1946,0.0653,0.0272
